Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change,Month,Day,Year
Moulin Rouge,2019/2/24,47240,336,4523,-7853,4067,1,10368,57,52633,712,Upcoming,Musical,0.0101,2,24,2019.0
Moulin Rouge,2019/2/17,46904,1456,12376,1798,4066,-1,10311,211,51921,2824,Upcoming,Musical,0.0429,2,17,2019.0
Moulin Rouge,2019/2/10,45448,554,10578,9827,4067,0,10100,35,49097,658,Upcoming,Musical,0.0121,2,10,2019.0
Moulin Rouge,2019/2/3,44894,211,751,-37,4067,0,10065,182,48439,645,Upcoming,Musical,0.0101,2,3,2019.0
Moulin Rouge,2019/1/27,44683,113,788,-276,4067,0,9883,138,47794,661,Upcoming,Musical,0.009000000000000001,1,27,2019.0
Moulin Rouge,2019/1/20,44570,78,1064,978,4067,0,9745,22,47133,26,Upcoming,Musical,0.0012,1,20,2019.0
Moulin Rouge,2019/1/13,44492,20,86,-834,4067,0,9723,17,47107,98,Upcoming,Musical,0.0013,1,13,2019.0
Moulin Rouge,2019/1/6,44472,15,920,-468,4067,1,9706,22,47009,19,Upcoming,Musical,0.0006,1,6,2019.0
Moulin Rouge,2018/12/30,44457,2207,1388,-7592,4066,-3,9684,71,46990,1641,Upcoming,Musical,0.0403,12,30,2018.0
Moulin Rouge,2018/12/10,42250,0,8980,5877,4069,5,9613,280,45349,4236,Upcoming,Musical,0.0487,12,10,2018.0
Moulin Rouge,2018/12/3,42250,0,3103,714,4064,0,9333,37,41113,517,Upcoming,Musical,0.006,12,3,2018.0
Moulin Rouge,2018/11/26,42250,0,2389,2389,4064,4064,9296,298,40596,1738,Upcoming,Musical,0.0226,11,26,2018.0
Moulin Rouge,2018/11/18,42250,1,0,-52,4063.0,-4062,8998,-7,38858,-17,Upcoming,Musical,-0.0003,11,18,2018.0
Moulin Rouge,2018/11/12,42249,7,52,0,4062,0,9005,10,38875,-83,Upcoming,Musical,-0.0007000000000000001,11,12,2018.0
Moulin Rouge,2018/11/4,42242,18,52,19,4062,0,8995,3,38958,-51,Upcoming,Musical,-0.0003,11,4,2018.0
Moulin Rouge,2018/10/28,42224,13,33,-22,4062,1,8992,-5,39009,-80,Upcoming,Musical,-0.0008,10,28,2018.0
Moulin Rouge,2018/10/21,42211,27,55,-16,4061,0,8997,8,39089,-38,Upcoming,Musical,0.0,10,21,2018.0
Moulin Rouge,2018/10/14,42184,30,71,9,4061,1,8989,9,39127,-4,Upcoming,Musical,0.0004,10,14,2018.0
Moulin Rouge,2018/10/7,42154,22,62,-22,4060,1,8980,20,39131,-16,Upcoming,Musical,0.0003,10,7,2018.0
Moulin Rouge,2018/9/30,42132,0,84,0,4059,0,8960,0,39147,0,Upcoming,Musical,0.0,9,30,2018.0
Oklahoma!,2019/9/29,2731,21,907,167,2377,106,2689,31,13020,171,Current,Musical,0.012199999999999999,9,29,2019.0
Oklahoma!,2019/9/22,2710,14,740,-491,2271,99,2658,26,12849,57,Current,Musical,0.0054,9,22,2019.0
Oklahoma!,2019/9/15,2696,18,1231,342,2172,115,2632,20,12792,101,Current,Musical,0.0077,9,15,2019.0
Oklahoma!,2019/9/8,2678,19,889,25,2057,174,2612,-9846,12691,167,Current,Musical,-0.34950000000000003,9,8,2019.0
Oklahoma!,2019/9/1,2659,33,864,-187,1883,133,2577.5,9915,12524,246,Current,Musical,0.5843,9,1,2019.0
Oklahoma!,2019/8/25,2626,37,1051,452,1750,156,2543,30,12278,124,Current,Musical,0.0111,8,25,2019.0
Oklahoma!,2019/8/18,2589,25,599,-83,1594,152,2513,49,12154,163,Current,Musical,0.0139,8,18,2019.0
Oklahoma!,2019/8/11,2564,27,682,-880,1442,179,2464,37,11991,204,Current,Musical,0.016,8,11,2019.0
Oklahoma!,2019/8/4,2537,37,1562,569,1263,159,2427,40,11787,230,Current,Musical,0.0187,8,4,2019.0
Oklahoma!,2019/7/28,2500,32,993,-1277,1104,172,2387,17,11557,184,Current,Musical,0.0144,7,28,2019.0
Oklahoma!,2019/7/22,2468,56,2270,874,932,196,2370,39,11373,226,Current,Musical,0.0202,7,22,2019.0
Oklahoma!,2019/7/14,2412,36,1396,729,736,186,2331,80,11147,293,Current,Musical,0.0264,7,14,2019.0
Oklahoma!,2019/7/7,2376,38,667,-1323,550,162,2251,70,10854,6494,Current,Musical,0.7436,7,7,2019.0
Oklahoma!,2019/6/30,2338,33,1990,-421,388,166,2181,103,10360,216,Current,Musical,-0.38880000000000003,6,30,2019.0
Oklahoma!,2019/6/23,2305,66,2411,-1824,222,95,2078,98,10144,468,Current,Musical,0.0455,6,23,2019.0
Oklahoma!,2019/6/16,2239,213,4235,838,127,55,1980,260,9676,1255,Current,Musical,0.142,6,16,2019.0
Oklahoma!,2019/6/9,2026,141,3397,1632,72,54,1720,325,8421,1051,Current,Musical,0.1424,6,9,2019.0
Oklahoma!,2019/6/2,1885,55,1765,1254,18,18,1395,79,7370,268,Current,Musical,0.0392,6,2,2019.0
Oklahoma!,2019/5/26,1830,35,511,-172,0,0,1316,53,7102,308,Current,Musical,0.04019999999999999,5,26,2019.0
Oklahoma!,2019/5/19,1795,45,683,-130,0,0,1263,68,6794,311,Current,Musical,0.045,5,19,2019.0
Oklahoma!,2019/5/12,1750,40,813,-2708,0,0,1195,87,6483,319,Current,Musical,0.049699999999999994,5,12,2019.0
Oklahoma!,2019/5/5,1710,114,3521,3521,0,0,1108,104,6164,498,Current,Musical,0.0866,5,5,2019.0
Oklahoma!,2019/4/28,1596,53,0,0,0,0,1004,76,5666,363,Current,Musical,0.0633,4,28,2019.0
Oklahoma!,2019/4/21,1543,58,0,0,0,0,928,59,5303,431,Current,Musical,0.0758,4,21,2019.0
Oklahoma!,2019/4/14,1485,132,0,-2577,0,0,869,90,4872,780,Current,Musical,0.161,4,14,2019.0
Oklahoma!,2019/4/7,1353,140,2577,1548,0,0,779,174,4092,1241,Current,Musical,0.33299999999999996,4,7,2019.0
Oklahoma!,2019/3/31,1213,57,1029,-1312,0,0,605,75,2851,376,Upcoming,Musical,0.12210000000000001,3,31,2019.0
Oklahoma!,2019/3/24,1156,166,2341,921,0,0,530,105,2475,574,Upcoming,Musical,0.2548,3,24,2019.0
Oklahoma!,2019/3/17,990,83,1420,-673,0,0,425,33,1901,237,Upcoming,Musical,0.1191,3,17,2019.0
Oklahoma!,2019/3/10,907,49,2093,1088,0,0,392,26,1664,151,Upcoming,Musical,0.08259999999999999,3,10,2019.0
Oklahoma!,2019/3/3,858,53,1005,248,0,0,366,12,1513,146,Upcoming,Musical,0.08349999999999999,3,3,2019.0
Oklahoma!,2019/2/24,805,56,757,264,0,0,354,53,1367,286,Upcoming,Musical,0.18539999999999998,2,24,2019.0
Oklahoma!,2019/2/17,749,38,493,-1063,0,0,301,12,1081,81,Upcoming,Musical,0.0655,2,17,2019.0
Oklahoma!,2019/2/10,711,83,1556,1310,0,0,289,10,1000,177,Upcoming,Musical,0.1561,2,10,2019.0
Oklahoma!,2019/2/3,628,19,246,-8,0,0,279,15,823,233,Upcoming,Musical,0.1825,2,3,2019.0
Oklahoma!,2019/1/27,609,58,254,-114,0,0,264,7,590,73,Upcoming,Musical,0.1042,1,27,2019.0
Oklahoma!,2019/1/20,551,33,368,-646,0,0,257,14,517,69,Upcoming,Musical,0.0959,1,20,2019.0
Oklahoma!,2019/1/13,518,73,1014,-402,0,0,243,17,448,174,Upcoming,Musical,0.27940000000000004,1,13,2019.0
Oklahoma!,2019/1/6,445,99,1416,1362,0,0,226,31,274,60,Upcoming,Musical,0.25170000000000003,1,6,2019.0
Oklahoma!,2018/12/30,346,0,54,0,0,0,195,0,214,0,Upcoming,Musical,0.0,12,30,2018.0
Plaza Suite,2019/9/29,476,204,2908,2320,0,0,41,1,3375,295,Upcoming,Play,0.1474,9,29,2019.0
Plaza Suite,2019/9/22,272,135,588,-330,0,0,40,6,3080,196,Upcoming,Play,0.1103,9,22,2019.0
Plaza Suite,2019/9/15,137,0,918,0,0,0,34,0,2884,0,Upcoming,Play,0.0,9,15,2019.0
Roundabout Theatre Company,2019/9/29,82056,32,1524,-84,6845,7,51109,14,50967,126,Current,Venue,0.0009,9,29,2019.0
Roundabout Theatre Company,2019/9/22,82024,28,1608,-269,6838,5,51095,16,50841,135,Current,Venue,0.001,9,22,2019.0
Roundabout Theatre Company,2019/9/15,81996,21,1877,-132,6833,2,51079,7,50706,115,Current,Venue,0.0008,9,15,2019.0
Roundabout Theatre Company,2019/9/8,81975,57,2009,1169,6831,3,51072,26637,50591,109,Current,Venue,0.1709,9,8,2019.0
Roundabout Theatre Company,2019/9/1,81918,50,840,147,6828,2,51042.0,-26577,50482,116,Current,Venue,-0.1441,9,1,2019.0
Roundabout Theatre Company,2019/8/25,81868,64,693,314,6826,5,51012,73,50366,124,Current,Venue,0.0014000000000000002,8,25,2019.0
Roundabout Theatre Company,2019/8/18,81804,63,379,-310,6821,1,50939,22,50242,60,Current,Venue,0.0008,8,18,2019.0
Roundabout Theatre Company,2019/8/11,81741,24,689,-11,6820,10,50917,-11,50182,33,Current,Venue,0.0003,8,11,2019.0
Roundabout Theatre Company,2019/8/4,81717,21,700,183,6810,2,50928,24,50149,36,Current,Venue,0.0004,8,4,2019.0
Roundabout Theatre Company,2019/7/28,81696,37,517,-362,6808,13,50904,4,50113,102,Current,Venue,0.0008,7,28,2019.0
Roundabout Theatre Company,2019/7/22,81659,54,879,424,6795,4,50900,15,50011,121,Current,Venue,0.001,7,22,2019.0
Roundabout Theatre Company,2019/7/14,81605,45,455,-2,6791,4,50885,32,49890,70,Current,Venue,0.0008,7,14,2019.0
Roundabout Theatre Company,2019/7/7,81560,21,457,-1268,6787,2,50853,35,49820,52,Current,Venue,0.0006,7,7,2019.0
Roundabout Theatre Company,2019/6/30,81539,59,1725,-3565,6785,34,50818,22,49768,140,Current,Venue,0.0012,6,30,2019.0
Roundabout Theatre Company,2019/6/23,81480,108,5290,873,6751,20,50796,44,49628,216,Current,Venue,0.002,6,23,2019.0
Roundabout Theatre Company,2019/6/16,81372,146,4417,1906,6731,35,50752,75,49412,265,Current,Venue,0.0027,6,16,2019.0
Roundabout Theatre Company,2019/6/9,81226,81,2511,-982,6696,22,50677,79,49147,398,Current,Venue,0.0031,6,9,2019.0
Roundabout Theatre Company,2019/6/2,81145,82,3493,1811,6674,16,50598,33,48749,461,Current,Venue,0.0032,6,2,2019.0
Roundabout Theatre Company,2019/5/26,81063,74,1682,-985,6658,9,50565,45,48288,339,Current,Venue,0.0026,5,26,2019.0
Roundabout Theatre Company,2019/5/19,80989,81,2667,0,6649,15,50520,37,47949,214,Current,Venue,0.0019,5,19,2019.0
Roundabout Theatre Company,2019/5/12,80908,99,2667,-617,6634,10,50483,29,47735,370,Current,Venue,0.0028000000000000004,5,12,2019.0
Roundabout Theatre Company,2019/5/5,80809,103,3284,3284,6624,7,50454,33,47365,339,Current,Venue,0.0027,5,5,2019.0
Roundabout Theatre Company,2019/4/28,80706,94,0,0,6617,17,50421,57,47026,306,Current,Venue,0.0026,4,28,2019.0
Roundabout Theatre Company,2019/4/21,80612,45,0,0,6600,10,50364,38,46720,301,Current,Venue,0.0022,4,21,2019.0
Roundabout Theatre Company,2019/4/14,80567,29,0,-2741,6590,19,50326,40,46419,162,Current,Venue,0.0013,4,14,2019.0
Roundabout Theatre Company,2019/4/7,80538,71,2741,876,6571,10,50286,14,46257,193,Current,Venue,0.0016,4,7,2019.0
Roundabout Theatre Company,2019/3/31,80467,66,1865,-2,6561,11,50272,14,46064,272,Current,Venue,0.002,3,31,2019.0
Roundabout Theatre Company,2019/3/24,80401,53,1867,-654,6550,5,50258,59,45792,249,Current,Venue,0.0021,3,24,2019.0
Roundabout Theatre Company,2019/3/17,80348,137,2521,-2011,6545,2,50199,43,45543,400,Current,Venue,0.0033,3,17,2019.0
Roundabout Theatre Company,2019/3/10,80211,95,4532,1895,6543,13,50156,54,45143,294,Current,Venue,0.0025,3,10,2019.0
Roundabout Theatre Company,2019/3/3,80116,70,2637,57,6530,-1,50102,20,44849,313,Current,Venue,0.0023,3,3,2019.0
Roundabout Theatre Company,2019/2/24,80046,55,2580,358,6531,7,50082,23,44536,182,Current,Venue,0.0015,2,24,2019.0
Roundabout Theatre Company,2019/2/17,79991,47,2222,445,6524,8,50059,32,44354,234,Current,Venue,0.0018,2,17,2019.0
Roundabout Theatre Company,2019/2/10,79944,60,1777,-530,6516,-3,50027,-16,44120,242,Current,Venue,0.0016,2,10,2019.0
Roundabout Theatre Company,2019/2/3,79884,7,2307,755,6519,11,50043,-23,43878,174,Current,Venue,0.0009,2,3,2019.0
Roundabout Theatre Company,2019/1/27,79877,27,1552,84,6508,5,50066,22,43704,354,Current,Venue,0.0023,1,27,2019.0
Roundabout Theatre Company,2019/1/20,79850,35,1468,-129,6503,13,50044,20,43350,160,Current,Venue,0.0012,1,20,2019.0
Roundabout Theatre Company,2019/1/13,79815,12,1597,248,6490,6,50024,49,43190,252,Current,Venue,0.0018,1,13,2019.0
Roundabout Theatre Company,2019/1/6,79803,45,1349,239,6484,7,49975,40,42938,84,Current,Venue,0.001,1,6,2019.0
Roundabout Theatre Company,2018/12/30,79758,0,1110,0,6477,0,49935,0,42854,0,Current,Venue,0.0,12,30,2018.0
Roundabout Theatre Company,2018/6/18,78424,0,0,0,0,0,49027,0,39497,0,Current,Venue,0.0,6,18,2018.0
Sea Wall / A Life,2019/9/29,1514,44,1410,139,894,108,1267,58,18582,135,Current,Play,0.011200000000000002,9,29,2019.0
Sea Wall / A Life,2019/9/22,1470,54,1271,-78,786,77,1209,43,18447,682,Current,Play,0.0383,9,22,2019.0
Sea Wall / A Life,2019/9/15,1416,178,1349,1155,709,709,1166,46,17765,321,Current,Play,0.0275,9,15,2019.0
Sea Wall / A Life,2019/9/8,1238,6,194,14,0,0,1120,50,17444,224,Current,Play,0.0143,9,8,2019.0
Sea Wall / A Life,2019/9/1,1232,6,180,-1262,0,0,1070,57,17220,752,Current,Play,0.0436,9,1,2019.0
Sea Wall / A Life,2019/8/25,1226,60,1442,-2024,0,0,1013,67,16468,638,Current,Play,0.0426,8,25,2019.0
Sea Wall / A Life,2019/8/18,1166,87,3466,2605,0,0,946,61,15830,596,Current,Play,0.0433,8,18,2019.0
Sea Wall / A Life,2019/8/11,1079,90,861,-1580,0,-161,885,219,15234,3321,Current,Play,0.2675,8,11,2019.0
Sea Wall / A Life,2019/8/4,989,145,2441,725,13.5,134,666,116,11913,1084,Current,Play,0.11,8,4,2019.0
Sea Wall / A Life,2019/7/28,844,0,1716,0,27,0,550,0,10829,0,Current,Play,0.0,7,28,2019.0
Six,2019/9/29,23170,738,4795,2208,0,0,3755,105,33588,1428,Upcoming,Musical,0.039,9,29,2019.0
Six,2019/9/22,22432,629,2587,-985,0,0,3650,122,32160,1172,Upcoming,Musical,0.0341,9,22,2019.0
Six,2019/9/15,21803,0,3572,0,0,0,3528,0,30988,0,Upcoming,Musical,0.0,9,15,2019.0
Slava's Snowshow,2019/9/29,44051,55,817,-62,0,0,1384,-2,186,10,Upcoming,Play,0.0014000000000000002,9,29,2019.0
Slava's Snowshow,2019/9/22,43996,78,879,-57,0,0,1386,-1,176,23,Upcoming,Play,0.0022,9,22,2019.0
Slava's Snowshow,2019/9/15,43918,0,936,0,0,0,1387,0,153,0,Upcoming,Play,0.0,9,15,2019.0
Slave Play,2019/9/29,561,49,512,-800,414,138,1096,69,2792,240,Current,Play,0.0875,9,29,2019.0
Slave Play,2019/9/22,512,101,1312,-858,276,155,1027,263,2552,502,Upcoming,Play,0.2685,9,22,2019.0
Slave Play,2019/9/15,411,89,2170,1849,121,119,764,283,2050,586,Upcoming,Play,0.4226,9,15,2019.0
Slave Play,2019/9/8,322,26,321,-46,2,2,481,49,1464,155,Upcoming,Play,0.11289999999999999,9,8,2019.0
Slave Play,2019/9/1,296,41,367,112,0,0,432,13,1309,106,Upcoming,Play,0.0852,9,1,2019.0
Slave Play,2019/8/25,255,16,255,-401,0,0,419,11,1203,114,Upcoming,Play,0.0812,8,25,2019.0
Slave Play,2019/8/18,239,39,656,207,0,0,408,69,1089,253,Upcoming,Play,0.2625,8,18,2019.0
Slave Play,2019/8/11,200,13,449,240,0,0,339,13,836,46,Upcoming,Play,0.0553,8,11,2019.0
Slave Play,2019/8/4,187,16,209,-55,0,0,326,23,790,36,Upcoming,Play,0.0611,8,4,2019.0
Slave Play,2019/7/28,171,0,264,0,0,0,303,0,754,0,Upcoming,Play,0.0,7,28,2019.0
The Great Society,2019/9/29,190,15,373,75,0,0,177,20,1120,12,Upcoming,Play,0.0326,9,29,2019.0
The Great Society,2019/9/22,175,15,298,108,0,0,157,14,1108,2,Upcoming,Play,0.022000000000000002,9,22,2019.0
The Great Society,2019/9/15,160,17,190,-190,0,0,143,28,1106,11,Upcoming,Play,0.0414,9,15,2019.0
The Great Society,2019/9/8,143,26,380,154,0,0,115,37,1095,-18,Upcoming,Play,0.0344,9,8,2019.0
The Great Society,2019/9/1,117,27,226,-2,0,0,78,25,1113,1012,Upcoming,Play,4.3607,9,1,2019.0
The Great Society,2019/8/25,90,35,228,141,0,0,53,9,101,26,Upcoming,Play,0.4023,8,25,2019.0
The Great Society,2019/8/18,55,13,87,-90,0,0,44,9,75,15,Upcoming,Play,0.2701,8,18,2019.0
The Great Society,2019/8/11,42,13,177,173,0,0,35,1,60,14,Upcoming,Play,0.2569,8,11,2019.0
The Great Society,2019/8/4,29,4,4,-9,0,0,34,3,46,9,Upcoming,Play,0.172,8,4,2019.0
The Great Society,2019/7/28,25,0,13,0,0,0,31,0,37,0,Upcoming,Play,0.0,7,28,2019.0
The Inheritance,2019/9/29,2735,77,1742,800,964,55,3134,55,6404,217,Upcoming,Play,0.029300000000000003,9,29,2019.0
The Inheritance,2019/9/22,2658,39,942,-14,909,0,3079,5,6187,90,Upcoming,Play,0.011399999999999999,9,22,2019.0
The Inheritance,2019/9/15,2619,-145,956,-1718,909,-91,3074,7,6097,172,Upcoming,Play,0.0029,9,15,2019.0
The Inheritance,2019/9/8,2764,189,2674,1001,1000,306,3067,17,5925,57,Upcoming,Play,0.0229,9,8,2019.0
The Inheritance,2019/9/1,2575,54,1673,939,694,-212,3050,2,5868,64,Upcoming,Play,0.0106,9,1,2019.0
The Inheritance,2019/8/25,2521,43,734,-786,906,0,3048,4,5804,68,Upcoming,Play,0.0102,8,25,2019.0
The Inheritance,2019/8/18,2478,91,1520,1085,906,2,3044,34,5736,253,Upcoming,Play,0.0347,8,18,2019.0
The Inheritance,2019/8/11,2387,33,435,-189,904,1,3010,3,5483,40,Upcoming,Play,0.006999999999999999,8,11,2019.0
The Inheritance,2019/8/4,2354,156,624,-381,903,1,3007,7,5443,17,Upcoming,Play,0.0169,8,4,2019.0
The Inheritance,2019/7/28,2198,0,1005,0,902,0,3000,0,5426,0,Upcoming,Play,0.0,7,28,2019.0
The Lightning Thief,2019/9/29,17752,61,1269,-758,841,189,39054,627,46481,1024,Upcoming,Musical,0.0169,9,29,2019.0
The Lightning Thief,2019/9/22,17691,73,2027,102,652,166,38427,1444,45457,1708,Upcoming,Musical,0.032799999999999996,9,22,2019.0
The Lightning Thief,2019/9/15,17618,0,1925,0,486,0,36983,0,43749,0,Upcoming,Musical,0.0,9,15,2019.0
The Lion King,2019/9/29,2792755,478,10345,3103,229729,310,84144,7,184780,-179,Current,Musical,0.0001,9,29,2019.0
The Lion King,2019/9/22,2792277,1812,7242,5040,229419,214,84137,1,184959,128,Current,Musical,0.0006,9,22,2019.0
The Lion King,2019/9/15,2790465,667,2202,-641,229205,226,84136,60,184831,-37,Current,Musical,0.0002,9,15,2019.0
The Lion King,2019/9/8,2789798,355,2843,-3204,228979,282,84076,75436,184868,-22,Current,Musical,0.0254,9,8,2019.0
The Lion King,2019/9/1,2789443,11,6047,2603,228697,288,84030.5,-75345,184890,184706,Current,Musical,0.0381,9,1,2019.0
The Lion King,2019/8/25,2789432,-142,3444,906,228409,218,83985,24,184506.5,-183939,Current,Musical,-0.0602,8,25,2019.0
The Lion King,2019/8/18,2789574,325,2538,-3558,228191,223,83961,28,184123,1254,Current,Musical,0.0005,8,18,2019.0
The Lion King,2019/8/11,2789249,-279,6096,3099,227968,258,83933,12,182869,3315,Current,Musical,0.001,8,11,2019.0
The Lion King,2019/8/4,2789528,1567,2997,-5940,227710,288,83921,108,179554,7032,Current,Musical,0.0029,8,4,2019.0
The Lion King,2019/7/28,2787961,1878,8937,-4342,227422,279,83813,163,172522,6689,Current,Musical,0.0029,7,28,2019.0
The Lion King,2019/7/22,2786083,2929,13279,-1813,227143,363,83650,1316,165833,9032,Current,Musical,0.0044,7,22,2019.0
The Lion King,2019/7/14,2783154,3457,15092,3500,226780,274,82334,213,156801,9953,Current,Musical,0.0045000000000000005,7,14,2019.0
The Lion King,2019/7/7,2779697,2760,11592,5353,226506,336,82121,194,146848,8916,Current,Musical,0.004,7,7,2019.0
The Lion King,2019/6/30,2776937,4661,6239,-624,226170,332,81927,123,137932,3822,Current,Musical,0.0029,6,30,2019.0
The Lion King,2019/6/23,2772276,5630,6863,-671,225838,273,81804,17,134110,1805,Current,Musical,0.0025,6,23,2019.0
The Lion King,2019/6/16,2766646,503,7534,-5410,225565,305,81787,53,132305,661,Current,Musical,0.0004,6,16,2019.0
The Lion King,2019/6/9,2766143,272,12944,-12504,225260,296,81734,87,131644,1185,Current,Musical,0.0005,6,9,2019.0
The Lion King,2019/6/2,2765871,349,25448,21541,224964,406,81647,424,130459,1203,Current,Musical,0.0007000000000000001,6,2,2019.0
The Lion King,2019/5/26,2765522,249,3907,-10330,224558,282,81223,98,129256,284,Current,Musical,0.0002,5,26,2019.0
The Lion King,2019/5/19,2765273,383,14237,11120,224276,515,81125,97,128972,277,Current,Musical,0.0003,5,19,2019.0
The Lion King,2019/5/12,2764890,193,3117,603,223761,613,81028,-16,128695,310,Current,Musical,0.0002,5,12,2019.0
The Lion King,2019/5/5,2764697,121,2514,2514,223148,529,81044,21,128385,375,Current,Musical,0.0002,5,5,2019.0
The Lion King,2019/4/28,2764576,375,0,0,222619,553,81023,50,128010,683,Current,Musical,0.0004,4,28,2019.0
The Lion King,2019/4/21,2764201,378,0,0,222066,554,80973,46,127327,732,Current,Musical,0.0004,4,21,2019.0
The Lion King,2019/4/14,2763823,1329,0,-8682,221512,509,80927,264,126595,1816,Current,Musical,0.0011,4,14,2019.0
The Lion King,2019/4/7,2762494,-1408,8682,1566,221003,695,80663,47,124779,406,Current,Musical,-0.0003,4,7,2019.0
The Lion King,2019/3/31,2763902,396,7116,3004,220308,750,80616,30,124373,915,Current,Musical,0.0005,3,31,2019.0
The Lion King,2019/3/24,2763506,848,4112,906,219558,755,80586,28,123458,438,Current,Musical,0.0004,3,24,2019.0
The Lion King,2019/3/17,2762658,-357,3206,-9880,218803,1039,80558,46,123020,528,Current,Musical,0.0001,3,17,2019.0
The Lion King,2019/3/10,2763015,-916,13086,-152556,217764,772,80512,10,122492,988,Current,Musical,0.0,3,10,2019.0
The Lion King,2019/3/3,2763931,11434,165642,136398,216992,928,80502,36,121504,2190,Current,Musical,0.0046,3,3,2019.0
The Lion King,2019/2/24,2752497,-203,29244,14655,216064,838,80466,41,119314,1895,Current,Musical,0.0006,2,24,2019.0
The Lion King,2019/2/17,2752700,-72,14589,6865,215226,899,80425,47,117419,468,Current,Musical,0.0002,2,17,2019.0
The Lion King,2019/2/10,2752772,786,7724,3948,214327,925,80378,-43,116951,780,Current,Musical,0.0005,2,10,2019.0
The Lion King,2019/2/3,2751986,4202,3776,744,213402,923,80421,-52,116171,460,Current,Musical,0.0016,2,3,2019.0
The Lion King,2019/1/27,2747784,-592,3032,-2486,212479,868,80473,-28,115711,544,Current,Musical,0.0,1,27,2019.0
The Lion King,2019/1/20,2748376,-9,5518,-2238,211611,888,80501,-5,115167,605,Current,Musical,0.0002,1,20,2019.0
The Lion King,2019/1/13,2748385,1304,7756,3710,210723,888,80506,8,114562,783,Current,Musical,0.0007000000000000001,1,13,2019.0
The Lion King,2019/1/6,2747081,812,4046,701,209835,541,80498,1,113779,319,Current,Musical,0.0004,1,6,2019.0
The Lion King,2018/12/30,2746269,-2089,3345,-5543,209294,2360,80497,-36,113460,3670,Current,Musical,0.0005,12,30,2018.0
The Lion King,2018/12/10,2748358,4533,8888,1329,206934,807,80533,4,109790,715,Current,Musical,0.0018,12,10,2018.0
The Lion King,2018/12/3,2743825,-114,7559,-32260,206127,861,80529,46,109075,2279,Current,Musical,0.0008,12,3,2018.0
The Lion King,2018/11/26,2743939,3312,39819,24268,205266,724,80483,1453,106796,7383,Current,Musical,0.0042,11,26,2018.0
The Lion King,2018/11/18,2740627,-1803,15551,11324,204542,654,79030,13,99413,827,Current,Musical,-0.0003,11,18,2018.0
The Lion King,2018/11/12,2742430,1999,4227,-4350,203888,629,79017,-537,98586,281,Current,Musical,0.0006,11,12,2018.0
The Lion King,2018/11/4,2740431,-458,8577,-916,203259,690,79554,73,98305,406,Current,Musical,0.0,11,4,2018.0
The Lion King,2018/10/28,2740889,-48,9493,-24385,202569,656,79481,11,97899,584,Current,Musical,0.0002,10,28,2018.0
The Lion King,2018/10/21,2740937,624,33878,28654,201913,517,79470,19,97315,683,Current,Musical,0.0005,10,21,2018.0
The Lion King,2018/10/14,2740313,-805,5224,-603,201396,588,79451,358,96632,515,Current,Musical,0.0,10,14,2018.0
The Lion King,2018/10/7,2741118,398,5827,594,200808,548,79093,179,96117,231,Current,Musical,0.0003,10,7,2018.0
