Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change
Mean Girls,1/29,"27,118",264,"1,220",308,0,0,"9,485",88,"60,583",901,Upcoming,Musical,1.31%
Mean Girls,1/22,"26,854",162,912,-263,0,0,"9,397",13,"59,682",945,Upcoming,Musical,1.18%
Mean Girls,1/15,"26,692",170,"1,175","-3,422",0,0,"9,384",48,"58,737","1,302",Upcoming,Musical,1.63%
Mean Girls,1/8,"26,522",441,"4,597","1,461",0,0,"9,336",60,"57,435","2,178",Upcoming,Musical,2.96%
Mean Girls,1/2,"26,081",681,"3,136","-1,509",0,0,"9,276",66,"55,257","2,498",Upcoming,Musical,3.71%
Mean Girls,12/26,"25,400",834,"4,645","1,834",0,0,"9,210",92,"52,759","1,868",Upcoming,Musical,3.30%
Mean Girls,12/18,"24,566",547,"2,811","1,845",0,0,"9,118",52,"50,891","1,023",Upcoming,Musical,1.96%
Mean Girls,12/11,"24,019",176,966,-63,0,0,"9,066",63,"49,868","1,187",Upcoming,Musical,1.75%
Mean Girls,12/4,"23,843",394,"1,029","-1,558",0,0,"9,003",103,"48,681","1,781",Upcoming,Musical,2.87%
Mean Girls,11/27,"23,449",951,"2,587",182,0,0,"8,900",268,"46,900","4,969",Upcoming,Musical,8.47%
Mean Girls,11/20,"22,498",534,"2,405","1,976",0,0,"8,632",127,"41,931","1,342",Upcoming,Musical,2.82%
Mean Girls,11/13,"21,964",177,429,"-1,817",0,0,"8,505",82,"40,589","1,196",Upcoming,Musical,2.09%
Mean Girls,11/6,"21,787",283,"2,246","1,995",0,0,"8,423",258,"39,393","1,413",Upcoming,Musical,2.89%
Mean Girls,10/30,"21,504",119,251,-604,0,0,"8,165",70,"37,980",868,Upcoming,Musical,1.59%
Mean Girls,10/23,"21,385",197,855,"-1,622",0,0,"8,095",24,"37,112","1,314",Upcoming,Musical,2.36%
Mean Girls,10/16,"21,188",353,"2,477","-23,135",0,0,"8,071",67,"35,798","1,616",Upcoming,Musical,3.23%
Mean Girls,10/9,"20,835","2,664","25,612","21,321",0,0,"8,004",781,"34,182","4,348",Upcoming,Musical,14.11%
Mean Girls,10/2,"18,171",468,"4,291","3,114",0,0,"7,223",180,"29,834","2,303",Upcoming,Musical,5.64%
Mean Girls,9/25,"17,703",296,"1,177","-54,579",0,0,"7,043",141,"27,531","2,331",Upcoming,Musical,5.59%
Mean Girls,9/18,"17,407","14,131","55,756","47,865",0,0,"6,902",577,"25,200","3,175",Upcoming,Musical,56.55%
Mean Girls,9/11,"3,276","1,777","7,891","7,855",0,0,"6,325","1,983","22,025","8,477",Upcoming,Musical,63.11%
Mean Girls,9/4,"1,499",27,36,9,0,0,"4,342",27,"13,548",340,Upcoming,Musical,2.07%
Mean Girls,8/28,"1,472",31,27,-28,0,0,"4,315",39,"13,208",202,Upcoming,Musical,1.45%
Mean Girls,8/21,"1,441",56,55,12,0,0,"4,276",82,"13,006",789,Upcoming,Musical,5.21%
Mean Girls,8/14,"1,385",40,43,-21,0,0,"4,194",95,"12,217",653,Upcoming,Musical,4.63%
Mean Girls,8/7,"1,345",76,64,"-1,183",0,0,"4,099",143,"11,564",873,Upcoming,Musical,6.86%
Mean Girls,7/31,"1,269",729,"1,247","1,237",0,0,"3,956","1,637","10,691","7,503",Upcoming,Musical,163.20%
Mean Girls,7/24,540,8,10,0,0,0,"2,319",5,"3,188",50,Upcoming,Musical,1.05%
Mean Girls,7/17,532,13,10,-5,0,0,"2,314",11,"3,138",63,Upcoming,Musical,1.48%
Mean Girls,7/9,519,13,15,-13,0,0,"2,303",11,"3,075",40,Upcoming,Musical,1.10%
Mean Girls,7/2,506,19,28,14,0,0,"2,292",10,"3,035",58,Upcoming,Musical,1.51%
Mean Girls,6/25,487,0,14,0,0,0,"2,282",0,"2,977",0,Upcoming,Musical,0%
Moulin Rouge,9/29,"59,802",193,"5,410","-5,505","20,950","1,162","16,093",60,"93,617",708,Current,Musical,0.57%
Moulin Rouge,9/22,"59,609",522,"10,915","5,655","19,788","1,136","16,033",157,"92,909","1,067",Current,Musical,1.05%
Moulin Rouge,9/15,"59,087",203,"5,260","1,340","18,652","1,304","15,876",196,"91,842","1,904",Current,Musical,1.40%
Moulin Rouge,9/8,"58,884",282,"3,920","-4,540","17,348","1,154","15,680","11,726","89,938","1,367",Current,Musical,8.85%
Moulin Rouge,9/1,"58,602",619,"8,460",543,"16,194","1,313","3,954","-11,091","88,571","2,019",Current,Musical,-5.30%
Moulin Rouge,8/25,"57,983",282,"7,917","1,986","14,881","1,383","15,045",227,"86,552","1,027",Current,Musical,0.97%
Moulin Rouge,8/18,"57,701",370,"5,931","-6,152","13,498","1,303","14,818",179,"85,525","1,750",Current,Musical,1.48%
Moulin Rouge,8/11,"57,331",354,"12,083","2,710","12,195","1,518","14,639",184,"83,775","2,616",Current,Musical,2.07%
Moulin Rouge,8/4,"56,977",786,"9,373","-15,031","10,677","1,484","14,455",378,"81,159","2,589",Current,Musical,2.52%
Moulin Rouge,7/28,"56,191","1,538","24,404","15,551","9,193","1,503","14,077",868,"78,570","7,350",Current,Musical,7.01%
Moulin Rouge,7/22,"54,653",372,"8,853","2,963","7,690","1,137","13,209",284,"71,220","2,221",Upcoming,Musical,2.11%
Moulin Rouge,7/14,"54,281",310,"5,890",-617,"6,553",985,"12,925",256,"68,999","2,166",Upcoming,Musical,2.05%
Moulin Rouge,7/7,"53,971",270,"6,507","-8,072","5,568",966,"12,669",177,"66,833","1,763",Current,Musical,1.68%
Moulin Rouge,6/30,"53,701",587,"14,579","9,210","4,602",481,"12,492",382,"65,070","2,606",Upcoming,Musical,2.80%
Moulin Rouge,6/23,"53,114",684,"5,369","-9,758","4,121",3,"12,110",625,"62,464","1,886",Upcoming,Musical,2.57%
Moulin Rouge,6/16,"52,430","1,313","15,127","9,244","4,118",8,"11,485",309,"60,578","1,942",Upcoming,Musical,2.95%
Moulin Rouge,6/9,"51,117",246,"5,883","2,428","4,110",3,"11,176",167,"58,636",546,Upcoming,Musical,0.80%
Moulin Rouge,6/2,"50,871",179,"3,455",496,"4,107",1,"11,009",81,"58,090",409,Upcoming,Musical,0.56%
Moulin Rouge,5/26,"50,692",149,"2,959","-1,629","4,106",5,"10,928",45,"57,681",235,Upcoming,Musical,0.36%
Moulin Rouge,5/19,"50,543",191,"4,588","-1,308","4,101",3,"10,883",40,"57,446",384,Upcoming,Musical,0.52%
Moulin Rouge,5/12,"50,352",274,"5,896","-2,280","4,098",12,"10,843",28,"57,062",669,Upcoming,Musical,0.83%
Moulin Rouge,5/5,"50,078",440,"8,176","8,176","4,086",6,"10,815",44,"56,393",657,Upcoming,Musical,0.98%
Moulin Rouge,4/28,"49,638",240,0,0,"4,080",5,"10,771",54,"55,736",463,Upcoming,Musical,0.66%
Moulin Rouge,4/21,"49,398",230,0,0,"4,075",4,"10,717",74,"55,273",339,Upcoming,Musical,0.56%
Moulin Rouge,4/14,"49,168","1,323",0,"-2,464","4,071",2,"10,643",123,"54,934","1,466",Upcoming,Musical,2.60%
Moulin Rouge,4/7,"47,845",143,"2,464",984,"4,069",0,"10,520",62,"53,468",178,Upcoming,Musical,0.34%
Moulin Rouge,3/31,"47,702",73,"1,480",-591,"4,069",1,"10,458",16,"53,290",72,Upcoming,Musical,0.14%
Moulin Rouge,3/24,"47,629",85,"2,071",78,"4,068",0,"10,442",23,"53,218",56,Upcoming,Musical,0.15%
Moulin Rouge,3/17,"47,544",97,"1,993","1,350","4,068",0,"10,419",7,"53,162",70,Upcoming,Musical,0.16%
Moulin Rouge,3/10,"47,447",72,643,"-1,094","4,068",0,"10,412",13,"53,092",257,Upcoming,Musical,0.31%
Moulin Rouge,3/3,"47,375",135,"1,737","-2,786","4,068",1,"10,399",31,"52,835",202,Upcoming,Musical,0.33%
Moulin Rouge,2/24,"47,240",336,"4,523","-7,853","4,067",1,"10,368",57,"52,633",712,Upcoming,Musical,1.01%
Moulin Rouge,2/17,"46,904","1,456","12,376","1,798","4,066",-1,"10,311",211,"51,921","2,824",Upcoming,Musical,4.29%
Moulin Rouge,2/10,"45,448",554,"10,578","9,827","4,067",0,"10,100",35,"49,097",658,Upcoming,Musical,1.21%
Moulin Rouge,2/3,"44,894",211,751,-37,"4,067",0,"10,065",182,"48,439",645,Upcoming,Musical,1.01%
Moulin Rouge,1/27,"44,683",113,788,-276,"4,067",0,"9,883",138,"47,794",661,Upcoming,Musical,0.90%
Moulin Rouge,1/20,"44,570",78,"1,064",978,"4,067",0,"9,745",22,"47,133",26,Upcoming,Musical,0.12%
Moulin Rouge,1/13,"44,492",20,86,-834,"4,067",0,"9,723",17,"47,107",98,Upcoming,Musical,0.13%
Moulin Rouge,1/6,"44,472",15,920,-468,"4,067",1,"9,706",22,"47,009",19,Upcoming,Musical,0.06%
Moulin Rouge,12/30,"44,457","2,207","1,388","-7,592","4,066",-3,"9,684",71,"46,990","1,641",Upcoming,Musical,4.03%
Moulin Rouge,12/10,"42,250",0,"8,980","5,877","4,069",5,"9,613",280,"45,349","4,236",Upcoming,Musical,4.87%
Moulin Rouge,12/3,"42,250",0,"3,103",714,"4,064",0,"9,333",37,"41,113",517,Upcoming,Musical,0.60%
Moulin Rouge,11/26,"42,250",0,"2,389","2,389","4,064","4,064","9,296",298,"40,596","1,738",Upcoming,Musical,2.26%
Moulin Rouge,11/18,"42,250",1,0,-52,0,"-4,062","8,998",-7,"38,858",-17,Upcoming,Musical,-0.03%
Moulin Rouge,11/12,"42,249",7,52,0,"4,062",0,"9,005",10,"38,875",-83,Upcoming,Musical,-0.07%
Moulin Rouge,11/4,"42,242",18,52,19,"4,062",0,"8,995",3,"38,958",-51,Upcoming,Musical,-0.03%
Moulin Rouge,10/28,"42,224",13,33,-22,"4,062",1,"8,992",-5,"39,009",-80,Upcoming,Musical,-0.08%
Moulin Rouge,10/21,"42,211",27,55,-16,"4,061",0,"8,997",8,"39,089",-38,Upcoming,Musical,0%
Moulin Rouge,10/14,"42,184",30,71,9,"4,061",1,"8,989",9,"39,127",-4,Upcoming,Musical,0.04%
Moulin Rouge,10/7,"42,154",22,62,-22,"4,060",1,"8,980",20,"39,131",-16,Upcoming,Musical,0.03%
Moulin Rouge,9/30,"42,132",0,84,0,"4,059",0,"8,960",0,"39,147",0,Upcoming,Musical,0%
Oklahoma!,9/29,"2,731",21,907,167,"2,377",106,"2,689",31,"13,020",171,Current,Musical,1.22%
Oklahoma!,9/22,"2,710",14,740,-491,"2,271",99,"2,658",26,"12,849",57,Current,Musical,0.54%
Oklahoma!,9/15,"2,696",18,"1,231",342,"2,172",115,"2,632",20,"12,792",101,Current,Musical,0.77%
Oklahoma!,9/8,"2,678",19,889,25,"2,057",174,"2,612","-9,846","12,691",167,Current,Musical,-34.95%
Oklahoma!,9/1,"2,659",33,864,-187,"1,883",133,"12,458","9,915","12,524",246,Current,Musical,58.43%
Oklahoma!,8/25,"2,626",37,"1,051",452,"1,750",156,"2,543",30,"12,278",124,Current,Musical,1.11%
Oklahoma!,8/18,"2,589",25,599,-83,"1,594",152,"2,513",49,"12,154",163,Current,Musical,1.39%
Oklahoma!,8/11,"2,564",27,682,-880,"1,442",179,"2,464",37,"11,991",204,Current,Musical,1.60%
Oklahoma!,8/4,"2,537",37,"1,562",569,"1,263",159,"2,427",40,"11,787",230,Current,Musical,1.87%
Oklahoma!,7/28,"2,500",32,993,"-1,277","1,104",172,"2,387",17,"11,557",184,Current,Musical,1.44%
Oklahoma!,7/22,"2,468",56,"2,270",874,932,196,"2,370",39,"11,373",226,Current,Musical,2.02%
Oklahoma!,7/14,"2,412",36,"1,396",729,736,186,"2,331",80,"11,147",293,Current,Musical,2.64%
Oklahoma!,7/7,"2,376",38,667,"-1,323",550,162,"2,251",70,"10,854","6,494",Current,Musical,74.36%
Oklahoma!,6/30,"2,338",33,"1,990",-421,388,166,"2,181",103,"10,360",216,Current,Musical,-38.88%
Oklahoma!,6/23,"2,305",66,"2,411","-1,824",222,95,"2,078",98,"10,144",468,Current,Musical,4.55%
Oklahoma!,6/16,"2,239",213,"4,235",838,127,55,"1,980",260,"9,676","1,255",Current,Musical,14.20%
Oklahoma!,6/9,"2,026",141,"3,397","1,632",72,54,"1,720",325,"8,421","1,051",Current,Musical,14.24%
Oklahoma!,6/2,"1,885",55,"1,765","1,254",18,18,"1,395",79,"7,370",268,Current,Musical,3.92%
Oklahoma!,5/26,"1,830",35,511,-172,0,0,"1,316",53,"7,102",308,Current,Musical,4.02%
Oklahoma!,5/19,"1,795",45,683,-130,0,0,"1,263",68,"6,794",311,Current,Musical,4.50%
Oklahoma!,5/12,"1,750",40,813,"-2,708",0,0,"1,195",87,"6,483",319,Current,Musical,4.97%
Oklahoma!,5/5,"1,710",114,"3,521","3,521",0,0,"1,108",104,"6,164",498,Current,Musical,8.66%
Oklahoma!,4/28,"1,596",53,0,0,0,0,"1,004",76,"5,666",363,Current,Musical,6.33%
Oklahoma!,4/21,"1,543",58,0,0,0,0,928,59,"5,303",431,Current,Musical,7.58%
Oklahoma!,4/14,"1,485",132,0,"-2,577",0,0,869,90,"4,872",780,Current,Musical,16.10%
Oklahoma!,4/7,"1,353",140,"2,577","1,548",0,0,779,174,"4,092","1,241",Current,Musical,33.30%
Oklahoma!,3/31,"1,213",57,"1,029","-1,312",0,0,605,75,"2,851",376,Upcoming,Musical,12.21%
Oklahoma!,3/24,"1,156",166,"2,341",921,0,0,530,105,"2,475",574,Upcoming,Musical,25.48%
Oklahoma!,3/17,990,83,"1,420",-673,0,0,425,33,"1,901",237,Upcoming,Musical,11.91%
Oklahoma!,3/10,907,49,"2,093","1,088",0,0,392,26,"1,664",151,Upcoming,Musical,8.26%
Oklahoma!,3/3,858,53,"1,005",248,0,0,366,12,"1,513",146,Upcoming,Musical,8.35%
Oklahoma!,2/24,805,56,757,264,0,0,354,53,"1,367",286,Upcoming,Musical,18.54%
Oklahoma!,2/17,749,38,493,"-1,063",0,0,301,12,"1,081",81,Upcoming,Musical,6.55%
Oklahoma!,2/10,711,83,"1,556","1,310",0,0,289,10,"1,000",177,Upcoming,Musical,15.61%
Oklahoma!,2/3,628,19,246,-8,0,0,279,15,823,233,Upcoming,Musical,18.25%
Oklahoma!,1/27,609,58,254,-114,0,0,264,7,590,73,Upcoming,Musical,10.42%
Oklahoma!,1/20,551,33,368,-646,0,0,257,14,517,69,Upcoming,Musical,9.59%
Oklahoma!,1/13,518,73,"1,014",-402,0,0,243,17,448,174,Upcoming,Musical,27.94%
Oklahoma!,1/6,445,99,"1,416","1,362",0,0,226,31,274,60,Upcoming,Musical,25.17%
Oklahoma!,12/30,346,0,54,0,0,0,195,0,214,0,Upcoming,Musical,0%
Plaza Suite,9/29,476,204,"2,908","2,320",0,0,41,1,"3,375",295,Upcoming,Play,14.74%
Plaza Suite,9/22,272,135,588,-330,0,0,40,6,"3,080",196,Upcoming,Play,11.03%
Plaza Suite,9/15,137,0,918,0,0,0,34,0,"2,884",0,Upcoming,Play,0%
Roundabout Theatre Company,9/29,"82,056",32,"1,524",-84,"6,845",7,"51,109",14,"50,967",126,Current,Venue,0.09%
Roundabout Theatre Company,9/22,"82,024",28,"1,608",-269,"6,838",5,"51,095",16,"50,841",135,Current,Venue,0.10%
Roundabout Theatre Company,9/15,"81,996",21,"1,877",-132,"6,833",2,"51,079",7,"50,706",115,Current,Venue,0.08%
Roundabout Theatre Company,9/8,"81,975",57,"2,009","1,169","6,831",3,"51,072","26,637","50,591",109,Current,Venue,17.09%
Roundabout Theatre Company,9/1,"81,918",50,840,147,"6,828",2,"24,435","-26,577","50,482",116,Current,Venue,-14.41%
Roundabout Theatre Company,8/25,"81,868",64,693,314,"6,826",5,"51,012",73,"50,366",124,Current,Venue,0.14%
Roundabout Theatre Company,8/18,"81,804",63,379,-310,"6,821",1,"50,939",22,"50,242",60,Current,Venue,0.08%
Roundabout Theatre Company,8/11,"81,741",24,689,-11,"6,820",10,"50,917",-11,"50,182",33,Current,Venue,0.03%
Roundabout Theatre Company,8/4,"81,717",21,700,183,"6,810",2,"50,928",24,"50,149",36,Current,Venue,0.04%
Roundabout Theatre Company,7/28,"81,696",37,517,-362,"6,808",13,"50,904",4,"50,113",102,Current,Venue,0.08%
Roundabout Theatre Company,7/22,"81,659",54,879,424,"6,795",4,"50,900",15,"50,011",121,Current,Venue,0.10%
Roundabout Theatre Company,7/14,"81,605",45,455,-2,"6,791",4,"50,885",32,"49,890",70,Current,Venue,0.08%
Roundabout Theatre Company,7/7,"81,560",21,457,"-1,268","6,787",2,"50,853",35,"49,820",52,Current,Venue,0.06%
Roundabout Theatre Company,6/30,"81,539",59,"1,725","-3,565","6,785",34,"50,818",22,"49,768",140,Current,Venue,0.12%
Roundabout Theatre Company,6/23,"81,480",108,"5,290",873,"6,751",20,"50,796",44,"49,628",216,Current,Venue,0.20%
Roundabout Theatre Company,6/16,"81,372",146,"4,417","1,906","6,731",35,"50,752",75,"49,412",265,Current,Venue,0.27%
Roundabout Theatre Company,6/9,"81,226",81,"2,511",-982,"6,696",22,"50,677",79,"49,147",398,Current,Venue,0.31%
Roundabout Theatre Company,6/2,"81,145",82,"3,493","1,811","6,674",16,"50,598",33,"48,749",461,Current,Venue,0.32%
Roundabout Theatre Company,5/26,"81,063",74,"1,682",-985,"6,658",9,"50,565",45,"48,288",339,Current,Venue,0.26%
Roundabout Theatre Company,5/19,"80,989",81,"2,667",0,"6,649",15,"50,520",37,"47,949",214,Current,Venue,0.19%
Roundabout Theatre Company,5/12,"80,908",99,"2,667",-617,"6,634",10,"50,483",29,"47,735",370,Current,Venue,0.28%
Roundabout Theatre Company,5/5,"80,809",103,"3,284","3,284","6,624",7,"50,454",33,"47,365",339,Current,Venue,0.27%
Roundabout Theatre Company,4/28,"80,706",94,0,0,"6,617",17,"50,421",57,"47,026",306,Current,Venue,0.26%
Roundabout Theatre Company,4/21,"80,612",45,0,0,"6,600",10,"50,364",38,"46,720",301,Current,Venue,0.22%
Roundabout Theatre Company,4/14,"80,567",29,0,"-2,741","6,590",19,"50,326",40,"46,419",162,Current,Venue,0.13%
Roundabout Theatre Company,4/7,"80,538",71,"2,741",876,"6,571",10,"50,286",14,"46,257",193,Current,Venue,0.16%
Roundabout Theatre Company,3/31,"80,467",66,"1,865",-2,"6,561",11,"50,272",14,"46,064",272,Current,Venue,0.20%
Roundabout Theatre Company,3/24,"80,401",53,"1,867",-654,"6,550",5,"50,258",59,"45,792",249,Current,Venue,0.21%
Roundabout Theatre Company,3/17,"80,348",137,"2,521","-2,011","6,545",2,"50,199",43,"45,543",400,Current,Venue,0.33%
Roundabout Theatre Company,3/10,"80,211",95,"4,532","1,895","6,543",13,"50,156",54,"45,143",294,Current,Venue,0.25%
Roundabout Theatre Company,3/3,"80,116",70,"2,637",57,"6,530",-1,"50,102",20,"44,849",313,Current,Venue,0.23%
Roundabout Theatre Company,2/24,"80,046",55,"2,580",358,"6,531",7,"50,082",23,"44,536",182,Current,Venue,0.15%
Roundabout Theatre Company,2/17,"79,991",47,"2,222",445,"6,524",8,"50,059",32,"44,354",234,Current,Venue,0.18%
Roundabout Theatre Company,2/10,"79,944",60,"1,777",-530,"6,516",-3,"50,027",-16,"44,120",242,Current,Venue,0.16%
Roundabout Theatre Company,2/3,"79,884",7,"2,307",755,"6,519",11,"50,043",-23,"43,878",174,Current,Venue,0.09%
Roundabout Theatre Company,1/27,"79,877",27,"1,552",84,"6,508",5,"50,066",22,"43,704",354,Current,Venue,0.23%
Roundabout Theatre Company,1/20,"79,850",35,"1,468",-129,"6,503",13,"50,044",20,"43,350",160,Current,Venue,0.12%
Roundabout Theatre Company,1/13,"79,815",12,"1,597",248,"6,490",6,"50,024",49,"43,190",252,Current,Venue,0.18%
Roundabout Theatre Company,1/6,"79,803",45,"1,349",239,"6,484",7,"49,975",40,"42,938",84,Current,Venue,0.10%
Roundabout Theatre Company,12/30,"79,758",0,"1,110",0,"6,477",0,"49,935",0,"42,854",0,Current,Venue,0%
Roundabout Theatre Company,6/18,"78,424",0,0,0,0,0,"49,027",0,"39,497",0,Current,Venue,0%
Sea Wall / A Life,9/29,"1,514",44,"1,410",139,894,108,"1,267",58,"18,582",135,Current,Play,1.12%
Sea Wall / A Life,9/22,"1,470",54,"1,271",-78,786,77,"1,209",43,"18,447",682,Current,Play,3.83%
Sea Wall / A Life,9/15,"1,416",178,"1,349","1,155",709,709,"1,166",46,"17,765",321,Current,Play,2.75%
Sea Wall / A Life,9/8,"1,238",6,194,14,0,0,"1,120",50,"17,444",224,Current,Play,1.43%
Sea Wall / A Life,9/1,"1,232",6,180,"-1,262",0,0,"1,070",57,"17,220",752,Current,Play,4.36%
Sea Wall / A Life,8/25,"1,226",60,"1,442","-2,024",0,0,"1,013",67,"16,468",638,Current,Play,4.26%
Sea Wall / A Life,8/18,"1,166",87,"3,466","2,605",0,0,946,61,"15,830",596,Current,Play,4.33%
Sea Wall / A Life,8/11,"1,079",90,861,"-1,580",0,-161,885,219,"15,234","3,321",Current,Play,26.75%
Sea Wall / A Life,8/4,989,145,"2,441",725,161,134,666,116,"11,913","1,084",Current,Play,11%
Sea Wall / A Life,7/28,844,0,"1,716",0,27,0,550,0,"10,829",0,Current,Play,0%
Six,9/29,"23,170",738,"4,795","2,208",0,0,"3,755",105,"33,588","1,428",Upcoming,Musical,3.90%
Six,9/22,"22,432",629,"2,587",-985,0,0,"3,650",122,"32,160","1,172",Upcoming,Musical,3.41%
Six,9/15,"21,803",0,"3,572",0,0,0,"3,528",0,"30,988",0,Upcoming,Musical,0%
Slava's Snowshow,9/29,"44,051",55,817,-62,0,0,"1,384",-2,186,10,Upcoming,Play,0.14%
Slava's Snowshow,9/22,"43,996",78,879,-57,0,0,"1,386",-1,176,23,Upcoming,Play,0.22%
Slava's Snowshow,9/15,"43,918",0,936,0,0,0,"1,387",0,153,0,Upcoming,Play,0%
Slave Play,9/29,561,49,512,-800,414,138,"1,096",69,"2,792",240,Current,Play,8.75%
Slave Play,9/22,512,101,"1,312",-858,276,155,"1,027",263,"2,552",502,Upcoming,Play,26.85%
Slave Play,9/15,411,89,"2,170","1,849",121,119,764,283,"2,050",586,Upcoming,Play,42.26%
Slave Play,9/8,322,26,321,-46,2,2,481,49,"1,464",155,Upcoming,Play,11.29%
Slave Play,9/1,296,41,367,112,0,0,432,13,"1,309",106,Upcoming,Play,8.52%
Slave Play,8/25,255,16,255,-401,0,0,419,11,"1,203",114,Upcoming,Play,8.12%
Slave Play,8/18,239,39,656,207,0,0,408,69,"1,089",253,Upcoming,Play,26.25%
Slave Play,8/11,200,13,449,240,0,0,339,13,836,46,Upcoming,Play,5.53%
Slave Play,8/4,187,16,209,-55,0,0,326,23,790,36,Upcoming,Play,6.11%
Slave Play,7/28,171,0,264,0,0,0,303,0,754,0,Upcoming,Play,0%
The Great Society,9/29,190,15,373,75,0,0,177,20,"1,120",12,Upcoming,Play,3.26%
The Great Society,9/22,175,15,298,108,0,0,157,14,"1,108",2,Upcoming,Play,2.20%
The Great Society,9/15,160,17,190,-190,0,0,143,28,"1,106",11,Upcoming,Play,4.14%
The Great Society,9/8,143,26,380,154,0,0,115,37,"1,095",-18,Upcoming,Play,3.44%
The Great Society,9/1,117,27,226,-2,0,0,78,25,"1,113","1,012",Upcoming,Play,436.07%
The Great Society,8/25,90,35,228,141,0,0,53,9,101,26,Upcoming,Play,40.23%
The Great Society,8/18,55,13,87,-90,0,0,44,9,75,15,Upcoming,Play,27.01%
