,Show,Date,FB Likes,Likes Vs.Last Week,cleaned_FB Talking About,Talking Vs.Last Week,cleaned_FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,FB Talking About,FB Checkins,Month,Day,Year,outlier_detection
1020,Hadestown,2019/8/18,23767.0,742.0,12176.0,5800.0,8806.0,521.0,29607.0,1093.0,120865.0,3865.0,Current,Musical,12176,8806.0,8,18,2019.0,1.0
1021,Hadestown,2019/8/11,23025.0,320.0,6376.0,785.0,8285.0,505.0,28514.0,983.0,117000.0,2412.0,Current,Musical,6376,8285.0,8,11,2019.0,1.0
1022,Hadestown,2019/8/4,22705.0,500.0,5591.0,208.0,7780.0,496.0,27531.0,729.0,114588.0,3541.0,Current,Musical,5591,7780.0,8,4,2019.0,1.0
1023,Hadestown,2019/7/28,22205.0,438.0,5383.0,-2678.0,7284.0,533.0,26802.0,611.0,111047.0,3427.0,Current,Musical,5383,7284.0,7,28,2019.0,1.0
1024,Hadestown,2019/7/22,21767.0,580.0,8061.0,-8585.0,6751.0,405.0,26191.0,694.0,107620.0,3174.0,Current,Musical,8061,6751.0,7,22,2019.0,1.0
1025,Hadestown,2019/7/14,21187.0,757.0,16646.0,12746.0,6346.0,455.0,25497.0,1981.0,104446.0,3662.0,Current,Musical,16646,6346.0,7,14,2019.0,1.0
1026,Hadestown,2019/7/7,20430.0,433.0,3900.0,-3683.0,5891.0,509.0,23516.0,666.0,100784.0,3759.0,Current,Musical,3900,5891.0,7,7,2019.0,1.0
1027,Hadestown,2019/6/30,19997.0,536.0,7583.0,-1394.0,5382.0,589.0,22850.0,977.0,97025.0,4396.0,Current,Musical,7583,5382.0,6,30,2019.0,1.0
1028,Hadestown,2019/6/23,19461.0,1008.0,8977.0,-2857.0,4793.0,463.0,21873.0,961.0,92629.0,6196.0,Current,Musical,8977,4793.0,6,23,2019.0,1.0
1029,Hadestown,2019/6/16,18453.0,2135.0,11834.0,-5872.0,4330.0,519.0,20912.0,2210.0,86433.0,11965.0,Current,Musical,11834,4330.0,6,16,2019.0,1.0
1030,Hadestown,2019/6/9,16318.0,2031.0,17706.0,5998.0,3811.0,550.0,18702.0,3681.0,74468.0,10741.0,Current,Musical,17706,3811.0,6,9,2019.0,1.0
1031,Hadestown,2019/6/2,14287.0,962.0,11708.0,7014.0,3261.0,439.0,15021.0,910.0,63727.0,3719.0,Current,Musical,11708,3261.0,6,2,2019.0,1.0
1032,Hadestown,2019/5/26,13325.0,463.0,4694.0,-4880.0,2822.0,463.0,14111.0,616.0,60008.0,3908.0,Current,Musical,4694,2822.0,5,26,2019.0,1.0
1033,Hadestown,2019/5/19,12862.0,598.0,9574.0,2734.0,2359.0,430.0,13495.0,520.0,56100.0,4001.0,Current,Musical,9574,2359.0,5,19,2019.0,1.0
1034,Hadestown,2019/5/12,12264.0,543.0,6840.0,-6109.0,1929.0,411.0,12975.0,507.0,52099.0,3118.0,Current,Musical,6840,1929.0,5,12,2019.0,1.0
1035,Hadestown,2019/5/5,11721.0,1045.0,12949.0,5166.318181818182,1518.0,375.0,12468.0,1317.0,48981.0,6387.0,Current,Musical,12949,1518.0,5,5,2019.0,1.0
1036,Hadestown,2019/4/28,10676.0,855.0,7782.681818181818,0.0,1143.0,363.0,11151.0,1227.0,42594.0,7193.0,Current,Musical,0,1143.0,4,28,2019.0,1.0
1037,Hadestown,2019/4/21,9821.0,1175.0,7782.681818181818,0.0,780.0,288.0,9924.0,1350.0,35401.0,6106.0,Current,Musical,0,780.0,4,21,2019.0,1.0
1038,Hadestown,2019/4/14,8646.0,345.0,7782.681818181818,4561.681818181818,492.0,186.0,8574.0,391.0,29295.0,3048.0,Current,Musical,0,492.0,4,14,2019.0,1.0
1039,Hadestown,2019/4/7,8301.0,286.0,3221.0,517.0,306.0,175.0,8183.0,294.0,26247.0,2120.0,Current,Musical,3221,306.0,4,7,2019.0,1.0
1040,Hadestown,2019/3/31,8015.0,331.0,2704.0,-3810.0,131.0,53.0,7889.0,338.0,24127.0,1674.0,Upcoming,Musical,2704,131.0,3,31,2019.0,-1.0
1041,Hadestown,2019/3/24,7684.0,687.0,6514.0,3916.0,78.0,78.0,7551.0,585.0,22453.0,3166.0,Upcoming,Musical,6514,78.0,3,24,2019.0,-1.0
1042,Hadestown,2019/3/17,6997.0,256.0,2598.0,-2018.0,0.0,0.0,6966.0,101.0,19287.0,1153.0,Upcoming,Musical,2598,0.0,3,17,2019.0,-1.0
1043,Hadestown,2019/3/10,6741.0,232.0,4616.0,2709.0,0.0,0.0,6865.0,122.0,18134.0,754.0,Upcoming,Musical,4616,0.0,3,10,2019.0,1.0
1044,Hadestown,2019/3/3,6509.0,226.0,1907.0,-366.0,0.0,0.0,6743.0,89.0,17380.0,732.0,Upcoming,Musical,1907,0.0,3,3,2019.0,1.0
1045,Hadestown,2019/2/24,6283.0,203.0,2273.0,398.0,0.0,0.0,6654.0,122.0,16648.0,777.0,Upcoming,Musical,2273,0.0,2,24,2019.0,1.0
1046,Hadestown,2019/2/17,6080.0,191.0,1875.0,615.0,0.0,0.0,6532.0,157.0,15871.0,574.0,Upcoming,Musical,1875,0.0,2,17,2019.0,1.0
1047,Hadestown,2019/2/10,5889.0,162.0,1260.0,-563.0,0.0,0.0,6375.0,86.0,15297.0,473.0,Upcoming,Musical,1260,0.0,2,10,2019.0,1.0
1048,Hadestown,2019/2/3,5727.0,235.0,1823.0,-332.0,0.0,0.0,6289.0,131.0,14824.0,324.0,Upcoming,Musical,1823,0.0,2,3,2019.0,1.0
1049,Hadestown,2019/1/27,5492.0,215.0,2155.0,783.0,0.0,0.0,6158.0,198.0,14500.0,454.0,Upcoming,Musical,2155,0.0,1,27,2019.0,1.0
1050,Hadestown,2019/1/20,5277.0,279.0,1372.0,-62.0,0.0,0.0,5960.0,84.0,14046.0,366.0,Upcoming,Musical,1372,0.0,1,20,2019.0,1.0
1051,Hadestown,2019/1/13,4998.0,255.0,1434.0,-212.0,0.0,0.0,5876.0,153.0,13680.0,714.0,Upcoming,Musical,1434,0.0,1,13,2019.0,1.0
1052,Hadestown,2019/1/6,4743.0,127.0,1646.0,873.0,0.0,0.0,5723.0,127.0,12966.0,376.0,Upcoming,Musical,1646,0.0,1,6,2019.0,1.0
1053,Hadestown,2018/12/30,4616.0,587.0,773.0,-119.0,0.0,0.0,5596.0,531.0,12590.0,1786.0,Upcoming,Musical,773,0.0,12,30,2018.0,1.0
1054,Hadestown,2018/12/10,4029.0,161.0,892.0,-3956.0,0.0,0.0,5065.0,0.0,10804.0,535.0,Upcoming,Musical,892,0.0,12,10,2018.0,-1.0
1055,Hadestown,2018/12/3,3868.0,0.0,4848.0,0.0,0.0,0.0,5065.0,0.0,10269.0,0.0,Upcoming,Musical,4848,0.0,12,3,2018.0,-1.0
1056,Hamilton,2019/9/29,808278.0,216.0,5286.0,501.0,190451.0,493.0,817819.0,981.0,1221953.0,1784.0,Current,Musical,5286,190451.0,9,29,2019.0,1.0
1057,Hamilton,2019/9/22,808062.0,201.0,4785.0,478.0,189958.0,492.0,816838.0,1149.0,1220169.0,1879.0,Current,Musical,4785,189958.0,9,22,2019.0,1.0
1058,Hamilton,2019/9/15,807861.0,250.0,4307.0,-5684.0,189466.0,511.0,815689.0,1483.0,1218290.0,4214.0,Current,Musical,4307,189466.0,9,15,2019.0,1.0
1059,Hamilton,2019/9/8,807611.0,218.0,9991.0,-4855.0,188955.0,412.0,814206.0,1375.0,1214076.0,1521.0,Current,Musical,9991,188955.0,9,8,2019.0,1.0
1060,Hamilton,2019/9/1,807393.0,373.0,14846.0,2547.0,188543.0,521.0,812831.0,1375.0,1212555.0,2350.0,Current,Musical,14846,188543.0,9,1,2019.0,1.0
1061,Hamilton,2019/8/25,807020.0,2105.0,12299.0,4554.0,188022.0,469.0,811456.0,625.0,1210205.0,2319.0,Current,Musical,12299,188022.0,8,25,2019.0,1.0
1062,Hamilton,2019/8/18,804915.0,318.0,7745.0,-3969.0,187553.0,420.0,810831.0,613.0,1207886.0,1515.0,Current,Musical,7745,187553.0,8,18,2019.0,1.0
1063,Hamilton,2019/8/11,804597.0,333.0,11714.0,694.0,187133.0,435.0,810218.0,-5000.0,1206371.0,-1911.0,Current,Musical,11714,187133.0,8,11,2019.0,1.0
1064,Hamilton,2019/8/4,804264.0,440.0,11020.0,1945.0,186698.0,509.0,815218.0,777.0,1208282.0,1453.0,Current,Musical,11020,186698.0,8,4,2019.0,1.0
1065,Hamilton,2019/7/28,803824.0,377.0,9075.0,-18149.0,186189.0,461.0,814441.0,1119.0,1206829.0,1433.0,Current,Musical,9075,186189.0,7,28,2019.0,1.0
1066,Hamilton,2019/7/22,803447.0,944.0,27224.0,12734.0,185728.0,520.0,813322.0,1884.0,1205396.0,918.0,Current,Musical,27224,185728.0,7,22,2019.0,1.0
1067,Hamilton,2019/7/14,802503.0,548.0,14490.0,-5115.0,185208.0,462.0,811438.0,1129.0,1204478.0,1825.0,Current,Musical,14490,185208.0,7,14,2019.0,1.0
1068,Hamilton,2019/7/7,801955.0,403.0,19605.0,4989.0,184746.0,411.0,810309.0,1083.0,1202653.0,1667.0,Current,Musical,19605,184746.0,7,7,2019.0,1.0
1069,Hamilton,2019/6/30,801552.0,437.0,14616.0,-12096.0,184335.0,459.0,809226.0,1089.0,1200986.0,1721.0,Current,Musical,14616,184335.0,6,30,2019.0,1.0
1070,Hamilton,2019/6/23,801115.0,1020.0,26712.0,1647.0,183876.0,458.0,808137.0,623.0,1199265.0,2396.0,Current,Musical,26712,183876.0,6,23,2019.0,1.0
1071,Hamilton,2019/6/16,800095.0,822.0,25065.0,1916.0,183418.0,450.0,807514.0,1195.0,1196869.0,2520.0,Current,Musical,25065,183418.0,6,16,2019.0,1.0
1072,Hamilton,2019/6/9,799273.0,637.0,23149.0,10978.0,182968.0,355.0,806319.0,1914.0,1194349.0,1176.0,Current,Musical,23149,182968.0,6,9,2019.0,1.0
1073,Hamilton,2019/6/2,798636.0,448.0,12171.0,-16052.0,182613.0,500.0,804405.0,1343.0,1193173.0,2038.0,Current,Musical,12171,182613.0,6,2,2019.0,1.0
1074,Hamilton,2019/5/26,798188.0,1928.0,28223.0,14498.0,182113.0,318.0,803062.0,2192.0,1191135.0,2928.0,Current,Musical,28223,182113.0,5,26,2019.0,1.0
1075,Hamilton,2019/5/19,796260.0,508.0,13725.0,5730.0,181795.0,466.0,800870.0,2269.0,1188207.0,661.0,Current,Musical,13725,181795.0,5,19,2019.0,1.0
1076,Hamilton,2019/5/12,795752.0,472.0,7995.0,-8226.0,181329.0,513.0,798601.0,820.0,1187546.0,1389.0,Current,Musical,7995,181329.0,5,12,2019.0,1.0
1077,Hamilton,2019/5/5,795280.0,559.0,16221.0,1663.545454545454,180816.0,563.0,797781.0,854.0,1186157.0,753.0,Current,Musical,16221,180816.0,5,5,2019.0,1.0
1078,Hamilton,2019/4/28,794721.0,441.0,14557.454545454546,0.0,180253.0,580.0,796927.0,1335.0,1185404.0,1967.0,Current,Musical,0,180253.0,4,28,2019.0,1.0
1079,Hamilton,2019/4/21,794280.0,452.0,14557.454545454546,0.0,179673.0,502.0,795592.0,1370.0,1183437.0,743.0,Current,Musical,0,179673.0,4,21,2019.0,1.0
1080,Hamilton,2019/4/14,793828.0,593.0,14557.454545454546,5466.454545454546,179171.0,548.0,794222.0,1638.0,1182694.0,1837.0,Current,Musical,0,179171.0,4,14,2019.0,1.0
1081,Hamilton,2019/4/7,793235.0,563.0,9091.0,2707.0,178623.0,516.0,792584.0,1670.0,1180857.0,1712.0,Current,Musical,9091,178623.0,4,7,2019.0,1.0
1082,Hamilton,2019/3/31,792672.0,636.0,6384.0,-4049.0,178107.0,464.0,790914.0,716.0,1179145.0,714.0,Current,Musical,6384,178107.0,3,31,2019.0,1.0
1083,Hamilton,2019/3/24,792036.0,823.0,10433.0,725.0,177643.0,486.0,790198.0,1451.0,1178431.0,2354.0,Current,Musical,10433,177643.0,3,24,2019.0,1.0
1084,Hamilton,2019/3/17,791213.0,893.0,9708.0,2928.0,177157.0,482.0,788747.0,2189.0,1176077.0,800.0,Current,Musical,9708,177157.0,3,17,2019.0,1.0
1085,Hamilton,2019/3/10,790320.0,629.0,6780.0,-7372.0,176675.0,569.0,786558.0,2065.0,1175277.0,2321.0,Current,Musical,6780,176675.0,3,10,2019.0,1.0
1086,Hamilton,2019/3/3,789691.0,1111.0,14152.0,4074.0,176106.0,585.0,784493.0,1029.0,1172956.0,4401.0,Current,Musical,14152,176106.0,3,3,2019.0,1.0
1087,Hamilton,2019/2/24,788580.0,821.0,10078.0,330.0,175521.0,719.0,783464.0,971.0,1168555.0,2995.0,Current,Musical,10078,175521.0,2,24,2019.0,1.0
1088,Hamilton,2019/2/17,787759.0,1014.0,9748.0,-6849.0,174802.0,649.0,782493.0,1255.0,1165560.0,3684.0,Current,Musical,9748,174802.0,2,17,2019.0,1.0
1089,Hamilton,2019/2/10,786745.0,1061.0,16597.0,-9338.0,174153.0,609.0,781238.0,1161.0,1161876.0,3810.0,Current,Musical,16597,174153.0,2,10,2019.0,-1.0
1090,Hamilton,2019/2/3,785684.0,2395.0,25935.0,-18425.0,173544.0,621.0,780077.0,1600.0,1158066.0,6434.0,Current,Musical,25935,173544.0,2,3,2019.0,-1.0
1091,Hamilton,2019/1/27,783289.0,4222.0,44360.0,17074.0,172923.0,777.0,778477.0,4207.0,1151632.0,6262.0,Current,Musical,44360,172923.0,1,27,2019.0,-1.0
1092,Hamilton,2019/1/20,779067.0,3034.0,27286.0,951.0,172146.0,634.0,774270.0,5480.0,1145370.0,11900.0,Current,Musical,27286,172146.0,1,20,2019.0,-1.0
1093,Hamilton,2019/1/13,776033.0,2644.0,26335.0,2072.0,171512.0,642.0,768790.0,6408.0,1133470.0,10274.0,Current,Musical,26335,171512.0,1,13,2019.0,-1.0
1094,Hamilton,2019/1/6,773389.0,887.0,24263.0,-17162.0,170870.0,447.0,762382.0,2099.0,1123196.0,5494.0,Current,Musical,24263,170870.0,1,6,2019.0,1.0
1095,Hamilton,2018/12/30,772502.0,5235.0,41425.0,31782.0,170423.0,2162.0,760283.0,8768.0,1117702.0,22510.0,Current,Musical,41425,170423.0,12,30,2018.0,1.0
1096,Hamilton,2018/12/10,767267.0,889.0,9643.0,-16157.0,168261.0,576.0,751515.0,1963.0,1095192.0,6306.0,Current,Musical,9643,168261.0,12,10,2018.0,1.0
1097,Hamilton,2018/12/3,766378.0,980.0,25800.0,6315.0,167685.0,690.0,749552.0,2266.0,1088886.0,5122.0,Current,Musical,25800,167685.0,12,3,2018.0,1.0
1098,Hamilton,2018/11/26,765398.0,1061.0,19485.0,26.0,166995.0,557.0,747286.0,2341.0,1083764.0,6757.0,Current,Musical,19485,166995.0,11,26,2018.0,1.0
1099,Hamilton,2018/11/18,764337.0,1195.0,19459.0,-30598.0,166438.0,717.0,744945.0,2738.0,1077007.0,6256.0,Current,Musical,19459,166438.0,11,18,2018.0,1.0
1100,Hamilton,2018/11/12,763142.0,2283.0,50057.0,16609.0,165721.0,648.0,742207.0,1953.0,1070751.0,5638.0,Current,Musical,50057,165721.0,11,12,2018.0,1.0
1101,Hamilton,2018/11/4,760859.0,1852.0,33448.0,24366.0,165073.0,805.0,740254.0,1633.0,1065113.0,4893.0,Current,Musical,33448,165073.0,11,4,2018.0,1.0
1102,Hamilton,2018/10/28,759007.0,1012.0,9082.0,-3994.0,164268.0,748.0,738621.0,1721.0,1060220.0,3968.0,Current,Musical,9082,164268.0,10,28,2018.0,1.0
1103,Hamilton,2018/10/21,757995.0,774.0,13076.0,3029.0,163520.0,593.0,736900.0,1730.0,1056252.0,4440.0,Current,Musical,13076,163520.0,10,21,2018.0,1.0
1104,Hamilton,2018/10/14,757221.0,669.0,10047.0,5450.0,162927.0,677.0,735170.0,1173.0,1051812.0,2809.0,Current,Musical,10047,162927.0,10,14,2018.0,1.0
1105,Hamilton,2018/10/7,756552.0,960.0,4597.0,-157.0,162250.0,609.0,733997.0,1804.0,1049003.0,3283.0,Current,Musical,4597,162250.0,10,7,2018.0,1.0
1106,Hamilton,2018/9/30,755592.0,7142.0,4754.0,-3857.0,161641.0,7251.0,732193.0,11650.0,1045720.0,17247.0,Current,Musical,4754,161641.0,9,30,2018.0,1.0
1107,Hamilton,2018/7/30,748450.0,4.0,8611.0,0.0,154390.0,1.0,720543.0,41.0,1028473.0,1251.0,Current,Musical,8611,154390.0,7,30,2018.0,1.0
1108,Hamilton,2018/7/23,748446.0,607.0,8611.0,-14400.0,154389.0,1096.0,720502.0,1366.0,1027222.0,1609.0,Current,Musical,8611,154389.0,7,23,2018.0,1.0
1109,Hamilton,2018/7/16,747839.0,1200.0,23011.0,-5574.0,153293.0,1121.0,719136.0,173.0,1025613.0,2188.0,Current,Musical,23011,153293.0,7,16,2018.0,1.0
1110,Hamilton,2018/7/9,746639.0,986.0,28585.0,18596.0,152172.0,1120.0,718963.0,1085.0,1023425.0,10513.0,Current,Musical,28585,152172.0,7,9,2018.0,1.0
1111,Hamilton,2018/7/2,745653.0,781.0,9989.0,-15624.0,151052.0,1170.0,717878.0,1342.0,1012912.0,-7027.0,Current,Musical,9989,151052.0,7,2,2018.0,1.0
1112,Hamilton,2018/6/25,744872.0,612.0,25613.0,8822.129629629631,149882.0,952.5,716536.0,603.0,1019939.0,679.0,Current,Musical,25613,149882.0,6,25,2018.0,1.0
1113,Hamilton,2018/6/18,744260.0,1160.0,16790.87037037037,-6247.129629629631,148929.5,952.5,715933.0,2139.0,1019260.0,4152.0,Current,Musical,0,148929.5,6,18,2018.0,1.0
1114,Hamilton,2018/6/11,743100.0,1357.0,23038.0,-2635.0,147977.0,839.0,713794.0,2457.0,1015108.0,3681.0,Current,Musical,23038,147977.0,6,11,2018.0,1.0
1115,Hamilton,2018/6/4,741743.0,1252.0,25673.0,1884.0,147138.0,1119.0,711337.0,994.0,1011427.0,2393.0,Current,Musical,25673,147138.0,6,4,2018.0,1.0
1116,Hamilton,2018/5/28,740491.0,1163.0,23789.0,11356.0,146019.0,916.0,710343.0,132.0,1009034.0,770.0,Current,Musical,23789,146019.0,5,28,2018.0,1.0
1117,Hamilton,2018/5/21,739328.0,1359.0,12433.0,-13580.0,145103.0,1102.0,710211.0,2001.0,1008264.0,3692.0,Current,Musical,12433,145103.0,5,21,2018.0,1.0
1118,Hamilton,2018/5/14,737969.0,1507.0,26013.0,-64420.0,144001.0,935.0,708210.0,2108.0,1004572.0,4042.0,Current,Musical,26013,144001.0,5,14,2018.0,-1.0
1119,Hamilton,2018/5/7,736462.0,5061.0,90433.0,53805.0,143066.0,1061.0,706102.0,2212.0,1000530.0,4312.0,Current,Musical,90433,143066.0,5,7,2018.0,-1.0
1120,Hamilton,2018/4/30,731401.0,1229.0,36628.0,12123.0,142005.0,996.0,703890.0,2956.0,996218.0,2913.0,Current,Musical,36628,142005.0,4,30,2018.0,1.0
1121,Hamilton,2018/4/23,730172.0,901.0,24505.0,-10541.0,141009.0,1111.0,700934.0,1628.0,993305.0,3806.0,Current,Musical,24505,141009.0,4,23,2018.0,1.0
1122,Hamilton,2018/4/16,729271.0,955.0,35046.0,6980.0,139898.0,1061.0,699306.0,1929.0,989499.0,3352.0,Current,Musical,35046,139898.0,4,16,2018.0,1.0
1123,Hamilton,2018/4/9,728316.0,670.0,28066.0,11188.0,138837.0,1064.0,697377.0,2646.0,986147.0,3419.0,Current,Musical,28066,138837.0,4,9,2018.0,1.0
1124,Hamilton,2018/4/2,727646.0,1253.0,16878.0,-15268.0,137773.0,921.0,694731.0,3842.0,982728.0,5219.0,Current,Musical,16878,137773.0,4,2,2018.0,1.0
1125,Hamilton,2018/3/26,726393.0,1192.0,32146.0,-23519.0,136852.0,1093.0,690889.0,3325.0,977509.0,5982.0,Current,Musical,32146,136852.0,3,26,2018.0,1.0
1126,Hamilton,2018/3/19,725201.0,1900.0,55665.0,43109.0,135759.0,1155.0,687564.0,3016.0,971527.0,4081.0,Current,Musical,55665,135759.0,3,19,2018.0,-1.0
1127,Hamilton,2018/3/12,723301.0,1338.0,12556.0,-5167.0,134604.0,1242.0,684548.0,2290.0,967446.0,3678.0,Current,Musical,12556,134604.0,3,12,2018.0,1.0
1128,Hamilton,2018/3/5,721963.0,1509.0,17723.0,6186.0,133362.0,1032.0,682258.0,2496.0,963768.0,2818.0,Current,Musical,17723,133362.0,3,5,2018.0,1.0
1129,Hamilton,2018/2/26,720454.0,1068.0,11537.0,3246.0,132330.0,971.0,679762.0,1960.0,960950.0,2968.0,Current,Musical,11537,132330.0,2,26,2018.0,1.0
1130,Hamilton,2018/2/19,719386.0,1065.0,8291.0,-14259.0,131359.0,898.0,677802.0,1917.0,957982.0,4132.0,Current,Musical,8291,131359.0,2,19,2018.0,1.0
1131,Hamilton,2018/2/12,718321.0,1108.0,22550.0,7114.0,130461.0,1029.0,675885.0,1678.0,953850.0,3936.0,Current,Musical,22550,130461.0,2,12,2018.0,1.0
1132,Hamilton,2018/2/5,717213.0,1104.0,15436.0,-1764.0,129432.0,916.0,674207.0,2578.0,949914.0,4420.0,Current,Musical,15436,129432.0,2,5,2018.0,1.0
1133,Hamilton,2018/1/29,716109.0,1533.0,17200.0,1649.0,128516.0,1082.0,671629.0,3207.0,945494.0,5151.0,Current,Musical,17200,128516.0,1,29,2018.0,1.0
1134,Hamilton,2018/1/22,714576.0,1304.0,15551.0,-25713.0,127434.0,932.0,668422.0,3171.0,940343.0,5652.0,Current,Musical,15551,127434.0,1,22,2018.0,1.0
1135,Hamilton,2018/1/15,713272.0,1966.0,41264.0,13371.0,126502.0,939.0,665251.0,3212.0,934691.0,6649.0,Current,Musical,41264,126502.0,1,15,2018.0,1.0
1136,Hamilton,2018/1/8,711306.0,1917.0,27893.0,5614.0,125563.0,901.0,662039.0,2511.0,928042.0,5223.0,Current,Musical,27893,125563.0,1,8,2018.0,1.0
1137,Hamilton,2018/1/2,709389.0,1791.0,22279.0,-40221.0,124662.0,798.0,659528.0,2973.0,922819.0,5771.0,Current,Musical,22279,124662.0,1,2,2018.0,-1.0
1138,Hamilton,2017/12/26,707598.0,4378.0,62500.0,40552.0,123864.0,930.0,656555.0,3009.0,917048.0,6102.0,Current,Musical,62500,123864.0,12,26,2017.0,1.0
1139,Hamilton,2017/12/18,703220.0,1227.0,21948.0,-24485.0,122934.0,895.0,653546.0,2816.0,910946.0,4729.0,Current,Musical,21948,122934.0,12,18,2017.0,1.0
1140,Hamilton,2017/12/11,701993.0,1470.0,46433.0,14082.0,122039.0,912.0,650730.0,2938.0,906217.0,5227.0,Current,Musical,46433,122039.0,12,11,2017.0,1.0
1141,Hamilton,2017/12/4,700523.0,1537.0,32351.0,14936.0,121127.0,1087.0,647792.0,2957.0,900990.0,4138.0,Current,Musical,32351,121127.0,12,4,2017.0,1.0
1142,Hamilton,2017/11/27,698986.0,1577.0,17415.0,-1120.0,120040.0,840.0,644835.0,2976.0,896852.0,6601.0,Current,Musical,17415,120040.0,11,27,2017.0,1.0
1143,Hamilton,2017/11/20,697409.0,1417.0,18535.0,-67712.0,119200.0,1017.0,641859.0,2830.0,890251.0,5450.0,Current,Musical,18535,119200.0,11,20,2017.0,1.0
1144,Hamilton,2017/11/13,695992.0,2115.0,86247.0,35366.0,118183.0,1064.0,639029.0,3593.0,884801.0,4671.0,Current,Musical,86247,118183.0,11,13,2017.0,-1.0
1145,Hamilton,2017/11/6,693877.0,1463.0,50881.0,22687.0,117119.0,1076.0,635436.0,2835.0,880130.0,3922.0,Current,Musical,50881,117119.0,11,6,2017.0,1.0
1146,Hamilton,2017/10/30,692414.0,1340.0,28194.0,9395.0,116043.0,956.0,632601.0,2490.0,876208.0,3182.0,Current,Musical,28194,116043.0,10,30,2017.0,1.0
1147,Hamilton,2017/10/23,691074.0,1003.0,18799.0,11123.0,115087.0,1155.0,630111.0,2394.0,873026.0,3206.0,Current,Musical,18799,115087.0,10,23,2017.0,1.0
1148,Hamilton,2017/10/16,690071.0,940.0,7676.0,-29239.0,113932.0,1071.0,627717.0,2215.0,869820.0,2611.0,Current,Musical,7676,113932.0,10,16,2017.0,1.0
1149,Hamilton,2017/10/9,689131.0,1462.0,36915.0,28269.0,112861.0,1157.0,625502.0,4517.0,867209.0,4372.0,Current,Musical,36915,112861.0,10,9,2017.0,1.0
1150,Hamilton,2017/10/2,687669.0,1005.0,8646.0,-11999.0,111704.0,1019.0,620985.0,5610.0,862837.0,2858.0,Current,Musical,8646,111704.0,10,2,2017.0,1.0
1151,Hamilton,2017/9/25,686664.0,886.0,20645.0,9993.0,110685.0,1054.0,615375.0,2839.0,859979.0,2943.0,Current,Musical,20645,110685.0,9,25,2017.0,1.0
1152,Hamilton,2017/9/18,685778.0,765.0,10652.0,-23964.0,109631.0,995.0,612536.0,2614.0,857036.0,2070.0,Current,Musical,10652,109631.0,9,18,2017.0,1.0
1153,Hamilton,2017/9/11,685013.0,1175.0,34616.0,23167.0,108636.0,874.0,609922.0,2287.0,854966.0,2381.0,Current,Musical,34616,108636.0,9,11,2017.0,1.0
1154,Hamilton,2017/9/4,683838.0,839.0,11449.0,-33124.0,107762.0,856.0,607635.0,595.0,852585.0,1134.0,Current,Musical,11449,107762.0,9,4,2017.0,1.0
1155,Hamilton,2017/8/28,682999.0,1312.0,44573.0,16298.0,106906.0,936.0,607040.0,1049.0,851451.0,3096.0,Current,Musical,44573,106906.0,8,28,2017.0,1.0
1156,Hamilton,2017/8/21,681687.0,1518.0,28275.0,-67502.0,105970.0,1075.0,605991.0,4725.0,848355.0,4895.0,Current,Musical,28275,105970.0,8,21,2017.0,1.0
1157,Hamilton,2017/8/14,680169.0,6704.0,95777.0,72553.0,104895.0,1168.0,601266.0,3365.0,843460.0,7029.0,Current,Musical,95777,104895.0,8,14,2017.0,-1.0
1158,Hamilton,2017/8/7,673465.0,1259.0,23224.0,-4222.0,103727.0,792.0,597901.0,1452.0,836431.0,3732.0,Current,Musical,23224,103727.0,8,7,2017.0,1.0
1159,Hamilton,2017/7/31,672206.0,1484.0,27446.0,-13342.0,102935.0,890.0,596449.0,1790.0,832699.0,3793.0,Current,Musical,27446,102935.0,7,31,2017.0,1.0
1160,Hamilton,2017/7/24,670722.0,1043.0,40788.0,-32341.0,102045.0,666.0,594659.0,1744.0,828906.0,4183.0,Current,Musical,40788,102045.0,7,24,2017.0,1.0
1161,Hamilton,2017/7/17,669679.0,3322.0,73129.0,21984.0,101379.0,1144.0,592915.0,2626.0,824723.0,5596.0,Current,Musical,73129,101379.0,7,17,2017.0,1.0
1162,Hamilton,2017/7/9,666357.0,2951.0,51145.0,-9379.0,100235.0,1009.0,590289.0,2782.0,819127.0,4529.0,Current,Musical,51145,100235.0,7,9,2017.0,1.0
1163,Hamilton,2017/7/2,663406.0,3970.0,60524.0,-29960.0,99226.0,1298.0,587507.0,4063.0,814598.0,7018.0,Current,Musical,60524,99226.0,7,2,2017.0,1.0
1164,Hamilton,2017/6/25,659436.0,0.0,90484.0,0.0,97928.0,0.0,583444.0,0.0,807580.0,0.0,Current,Musical,90484,97928.0,6,25,2017.0,1.0
1165,Jagged Little Pill,2019/9/29,7051.0,101.0,1366.0,-104.0,0.0,0.0,3756.0,45.0,18377.0,297.0,Upcoming,Musical,1366,0.0,9,29,2019.0,0.0
1166,Jagged Little Pill,2019/9/22,6950.0,105.0,1470.0,-283.0,0.0,0.0,3711.0,41.0,18080.0,243.0,Upcoming,Musical,1470,0.0,9,22,2019.0,0.0
1167,Jagged Little Pill,2019/9/15,6845.0,0.0,1753.0,0.0,0.0,0.0,3670.0,0.0,17837.0,0.0,Upcoming,Musical,1753,0.0,9,15,2019.0,0.0
